Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Primo WB booking,Chrome 61.0.3163.98,,2017-10-30 10:13:22,2017-10-30 10:16:23,"3m - 0,377s",FAILED
,,,,,,
Test Cases/Main Test Cases/TC1_Verify Successful Login,Chrome 61.0.3163.98,Verify if users can login successful. \n\nSteps:\n- Click on 'Book Appointment' button to login\n- Input username and password\n- Click on 'Login' button\n\nExpected result:\n'Appointment' section is displayed after successful login,2017-10-30 10:13:23,2017-10-30 10:14:07,"44,740s",PASSED
comment,Chrome 61.0.3163.98,,2017-10-30 10:13:23,2017-10-30 10:13:23,"0,059s",PASSED
comment,Chrome 61.0.3163.98,,2017-10-30 10:13:23,2017-10-30 10:13:23,"0,000s",PASSED
openBrowser,Chrome 61.0.3163.98,,2017-10-30 10:13:23,2017-10-30 10:13:57,"33,362s",PASSED
click,Chrome 61.0.3163.98,,2017-10-30 10:13:57,2017-10-30 10:13:59,"2,069s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-30 10:13:59,2017-10-30 10:14:00,"1,406s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-30 10:14:00,2017-10-30 10:14:02,"1,751s",PASSED
comment,Chrome 61.0.3163.98,,2017-10-30 10:14:02,2017-10-30 10:14:02,"0,001s",PASSED
click,Chrome 61.0.3163.98,,2017-10-30 10:14:02,2017-10-30 10:14:04,"1,810s",PASSED
comment,Chrome 61.0.3163.98,,2017-10-30 10:14:04,2017-10-30 10:14:04,"0,002s",PASSED
"Statement - landingPage = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.verifyElementPresent(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Page_CuraAppointment/div_Appointment), G_Timeout)",Chrome 61.0.3163.98,,2017-10-30 10:14:04,2017-10-30 10:14:04,"0,291s",PASSED
closeBrowser,Chrome 61.0.3163.98,,2017-10-30 10:14:04,2017-10-30 10:14:07,"3,342s",PASSED
,,,,,,
Test Cases/WB Primo - place booking,Chrome 61.0.3163.98,,2017-10-30 10:14:07,2017-10-30 10:15:32,"1m - 24,236s",PASSED
openBrowser,Chrome 61.0.3163.98,,2017-10-30 10:14:08,2017-10-30 10:14:30,"22,467s",PASSED
maximizeWindow,Chrome 61.0.3163.98,,2017-10-30 10:14:30,2017-10-30 10:14:31,"1,117s",PASSED
navigateToUrl,Chrome 61.0.3163.98,,2017-10-30 10:14:31,2017-10-30 10:14:46,"15,251s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-30 10:14:46,2017-10-30 10:14:50,"3,164s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-30 10:14:50,2017-10-30 10:14:52,"1,950s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-30 10:14:52,2017-10-30 10:14:54,"2,549s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-30 10:14:54,2017-10-30 10:14:56,"1,626s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-30 10:14:56,2017-10-30 10:14:59,"3,242s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-30 10:14:59,2017-10-30 10:15:02,"2,651s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-30 10:15:02,2017-10-30 10:15:05,"3,745s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-30 10:15:05,2017-10-30 10:15:09,"3,692s",PASSED
scrollToElement,Chrome 61.0.3163.98,,2017-10-30 10:15:09,2017-10-30 10:15:10,"0,494s",PASSED
click,Chrome 61.0.3163.98,"Done so that click on \""Next\"" button is possible for Mobile env.\r\nClick on total so Keyboard area gets closed.",2017-10-30 10:15:10,2017-10-30 10:15:11,"1,145s",PASSED
scrollToElement,Chrome 61.0.3163.98,,2017-10-30 10:15:11,2017-10-30 10:15:11,"0,304s",PASSED
waitForElementClickable,Chrome 61.0.3163.98,,2017-10-30 10:15:11,2017-10-30 10:15:12,"0,561s",PASSED
waitForElementVisible,Chrome 61.0.3163.98,,2017-10-30 10:15:12,2017-10-30 10:15:12,"0,374s",PASSED
