Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Primo WB booking,Chrome 61.0.3163.98,,2017-10-27 14:02:12,2017-10-27 14:03:53,"1m - 40,869s",PASSED
,,,,,,
Test Cases/WB Primo - place booking,Chrome 61.0.3163.98,,2017-10-27 14:02:12,2017-10-27 14:03:48,"1m - 36,071s",PASSED
openBrowser,Chrome 61.0.3163.98,,2017-10-27 14:02:13,2017-10-27 14:02:39,"25,867s",PASSED
maximizeWindow,Chrome 61.0.3163.98,,2017-10-27 14:02:39,2017-10-27 14:02:40,"1,278s",PASSED
navigateToUrl,Chrome 61.0.3163.98,,2017-10-27 14:02:40,2017-10-27 14:02:46,"5,925s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-27 14:02:46,2017-10-27 14:02:48,"1,688s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-27 14:02:48,2017-10-27 14:02:51,"3,359s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-27 14:02:51,2017-10-27 14:02:53,"2,285s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-27 14:02:53,2017-10-27 14:02:55,"1,829s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-27 14:02:55,2017-10-27 14:02:59,"3,337s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-27 14:02:59,2017-10-27 14:03:01,"2,194s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-27 14:03:01,2017-10-27 14:03:05,"3,789s",PASSED
setText,Chrome 61.0.3163.98,,2017-10-27 14:03:05,2017-10-27 14:03:08,"3,581s",PASSED
scrollToElement,Chrome 61.0.3163.98,,2017-10-27 14:03:08,2017-10-27 14:03:08,"0,212s",PASSED
waitForElementClickable,Chrome 61.0.3163.98,,2017-10-27 14:03:08,2017-10-27 14:03:09,"0,509s",PASSED
waitForElementVisible,Chrome 61.0.3163.98,,2017-10-27 14:03:09,2017-10-27 14:03:09,"0,456s",PASSED
click,Chrome 61.0.3163.98,,2017-10-27 14:03:09,2017-10-27 14:03:10,"0,736s",PASSED
waitForElementPresent,Chrome 61.0.3163.98,,2017-10-27 14:03:10,2017-10-27 14:03:34,"24,304s",PASSED
click,Chrome 61.0.3163.98,,2017-10-27 14:03:34,2017-10-27 14:03:39,"4,567s",PASSED
click,Chrome 61.0.3163.98,Select default travel insurance\r\n,2017-10-27 14:03:39,2017-10-27 14:03:41,"2,286s",PASSED
click,Chrome 61.0.3163.98,Click on individual pax insurance selection checkbox,2017-10-27 14:03:41,2017-10-27 14:03:41,"0,002s",NOT_RUN
scrollToElement,Chrome 61.0.3163.98,,2017-10-27 14:03:41,2017-10-27 14:03:41,"0,001s",NOT_RUN
click,Chrome 61.0.3163.98,,2017-10-27 14:03:41,2017-10-27 14:03:41,"0,002s",NOT_RUN
scrollToElement,Chrome 61.0.3163.98,,2017-10-27 14:03:41,2017-10-27 14:03:41,"0,206s",PASSED
waitForElementVisible,Chrome 61.0.3163.98,,2017-10-27 14:03:41,2017-10-27 14:03:42,"0,414s",PASSED
click,Chrome 61.0.3163.98,Click on individual pax insurance selection checkbox,2017-10-27 14:03:42,2017-10-27 14:03:43,"0,757s",PASSED
scrollToElement,Chrome 61.0.3163.98,,2017-10-27 14:03:43,2017-10-27 14:03:43,"0,512s",PASSED
click,Chrome 61.0.3163.98,"Click on first product category \""Individual choices\"" radio button",2017-10-27 14:03:43,2017-10-27 14:03:44,"0,861s",PASSED
scrollToElement,Chrome 61.0.3163.98,,2017-10-27 14:03:44,2017-10-27 14:03:44,"0,512s",PASSED
click,Chrome 61.0.3163.98,"Click on first product category \""Yes please\"" checkbox, so all passengers get default product in category",2017-10-27 14:03:44,2017-10-27 14:03:45,"0,935s",PASSED
scrollToElement,Chrome 61.0.3163.98,,2017-10-27 14:03:45,2017-10-27 14:03:45,"0,001s",NOT_RUN
scrollToElement,Chrome 61.0.3163.98,Scroll to Accept terms checkbox LABEL,2017-10-27 14:03:45,2017-10-27 14:03:45,"0,001s",NOT_RUN
click,Chrome 61.0.3163.98,Click on to Accept terms checkbox LABEL,2017-10-27 14:03:45,2017-10-27 14:03:45,"0,001s",NOT_RUN
scrollToElement,Chrome 61.0.3163.98,Scroll to Accept terms checkbox ,2017-10-27 14:03:45,2017-10-27 14:03:46,"0,344s",PASSED
click,Chrome 61.0.3163.98,Click on to Accept terms checkbox ,2017-10-27 14:03:46,2017-10-27 14:03:46,"0,705s",PASSED
scrollToElement,Chrome 61.0.3163.98,,2017-10-27 14:03:46,2017-10-27 14:03:47,"0,750s",PASSED
waitForElementClickable,Chrome 61.0.3163.98,,2017-10-27 14:03:47,2017-10-27 14:03:48,"1,085s",PASSED
